Effective Date,Close Value,Difference,Differ%,gan Year,G Year,G Month
11/30/1961,721.6,17.680000000000064,1.025,辛,丑,子
12/29/1961,731.14,9.539999999999964,1.013,辛,丑,丑
01/31/1962,700,-31.139999999999986,0.957,壬,寅,寅
02/28/1962,708.05,8.049999999999955,1.011,壬,寅,卯
03/30/1962,706.95,-1.099999999999909,0.998,壬,寅,辰
04/30/1962,665.33,-41.620000000000005,0.941,壬,寅,巳
05/31/1962,613.36,-51.97000000000003,0.922,壬,寅,午
06/29/1962,561.28,-52.08000000000004,0.915,壬,寅,未
07/31/1962,597.93,36.64999999999998,1.065,壬,寅,申
08/31/1962,609.18,11.25,1.019,壬,寅,酉
09/28/1962,578.98,-30.199999999999932,0.95,壬,寅,戌
10/31/1962,589.77,10.789999999999964,1.019,壬,寅,亥
11/30/1962,649.3,59.52999999999997,1.101,壬,寅,子
12/31/1962,652.1,2.800000000000068,1.004,壬,寅,丑
01/31/1963,682.85,30.75,1.047,癸,卯,寅
02/28/1963,662.94,-19.909999999999968,0.971,癸,卯,卯
03/29/1963,682.52,19.579999999999927,1.03,癸,卯,辰
04/30/1963,717.7,35.180000000000064,1.052,癸,卯,巳
05/31/1963,726.96,9.259999999999991,1.013,癸,卯,午
06/28/1963,706.88,-20.08000000000004,0.972,癸,卯,未
07/31/1963,695.43,-11.450000000000045,0.984,癸,卯,申
08/30/1963,729.32,33.8900000000001,1.049,癸,卯,酉
09/30/1963,732.79,3.4699999999999136,1.005,癸,卯,戌
10/31/1963,755.23,22.440000000000055,1.031,癸,卯,亥
11/29/1963,750.52,-4.710000000000036,0.994,癸,卯,子
12/31/1963,762.95,12.430000000000064,1.017,癸,卯,丑
01/31/1964,785.34,22.389999999999986,1.029,甲,辰,寅
02/28/1964,800.14,14.799999999999955,1.019,甲,辰,卯
03/31/1964,813.29,13.149999999999977,1.016,甲,辰,辰
04/30/1964,810.77,-2.519999999999982,0.997,甲,辰,巳
05/28/1964,820.56,9.789999999999964,1.012,甲,辰,午
06/30/1964,831.5,10.940000000000055,1.013,甲,辰,未
07/31/1964,841.1,9.600000000000023,1.012,甲,辰,申
08/31/1964,838.48,-2.6200000000000045,0.997,甲,辰,酉
09/30/1964,875.37,36.889999999999986,1.044,甲,辰,戌
10/30/1964,873.08,-2.2899999999999636,0.997,甲,辰,亥
11/30/1964,875.43,2.349999999999909,1.003,甲,辰,子
12/31/1964,874.13,-1.2999999999999545,0.999,甲,辰,丑
01/29/1965,902.86,28.730000000000018,1.033,乙,巳,寅
02/26/1965,903.48,0.6200000000000045,1.001,乙,巳,卯
03/31/1965,889.05,-14.430000000000064,0.984,乙,巳,辰
04/30/1965,922.31,33.25999999999999,1.037,乙,巳,巳
05/28/1965,918.04,-4.269999999999982,0.995,乙,巳,午
06/30/1965,868.03,-50.00999999999999,0.946,乙,巳,未
07/30/1965,881.74,13.710000000000036,1.016,乙,巳,申
08/31/1965,893.1,11.360000000000014,1.013,乙,巳,酉
09/30/1965,930.58,37.48000000000002,1.042,乙,巳,戌
10/29/1965,960.82,30.24000000000001,1.032,乙,巳,亥
11/30/1965,946.71,-14.110000000000014,0.985,乙,巳,子
12/31/1965,969.26,22.549999999999955,1.024,乙,巳,丑
01/31/1966,983.51,14.25,1.015,丙,午,寅
02/28/1966,951.89,-31.620000000000005,0.968,丙,午,卯
03/31/1966,924.77,-27.120000000000005,0.972,丙,午,辰
04/29/1966,933.68,8.909999999999968,1.01,丙,午,巳
05/31/1966,884.07,-49.6099999999999,0.947,丙,午,午
06/30/1966,870.1,-13.970000000000027,0.984,丙,午,未
07/29/1966,847.38,-22.720000000000027,0.974,丙,午,申
08/31/1966,788.41,-58.97000000000003,0.93,丙,午,酉
09/30/1966,774.22,-14.18999999999994,0.982,丙,午,戌
10/31/1966,807.07,32.85000000000002,1.042,丙,午,亥
11/30/1966,791.59,-15.480000000000018,0.981,丙,午,子
12/30/1966,785.69,-5.899999999999977,0.993,丙,午,丑
01/31/1967,849.89,64.19999999999993,1.082,丁,未,寅
02/28/1967,839.37,-10.519999999999982,0.988,丁,未,卯
03/31/1967,865.98,26.610000000000014,1.032,丁,未,辰
04/28/1967,897.05,31.069999999999936,1.036,丁,未,巳
05/31/1967,852.56,-44.49000000000001,0.95,丁,未,午
06/30/1967,860.26,7.7000000000000455,1.009,丁,未,未
07/31/1967,904.24,43.98000000000002,1.051,丁,未,申
08/31/1967,901.29,-2.9500000000000455,0.997,丁,未,酉
09/29/1967,926.66,25.370000000000005,1.028,丁,未,戌
10/31/1967,879.74,-46.91999999999996,0.949,丁,未,亥
11/30/1967,875.81,-3.9300000000000637,0.996,丁,未,子
12/29/1967,905.11,29.300000000000068,1.033,丁,未,丑
01/31/1968,855.47,-49.639999999999986,0.945,戊,申,寅
02/29/1968,840.5,-14.970000000000027,0.983,戊,申,卯
03/29/1968,840.67,0.16999999999995907,1.0,戊,申,辰
04/30/1968,912.22,71.55000000000007,1.085,戊,申,巳
05/31/1968,899,-13.220000000000027,0.986,戊,申,午
06/28/1968,897.8,-1.2000000000000455,0.999,戊,申,未
07/30/1968,883,-14.799999999999955,0.984,戊,申,申
08/30/1968,896.01,13.009999999999991,1.015,戊,申,酉
09/30/1968,935.79,39.77999999999997,1.044,戊,申,戌
10/31/1968,952.39,16.600000000000023,1.018,戊,申,亥
11/29/1968,985.08,32.690000000000055,1.034,戊,申,子
12/31/1968,943.75,-41.33000000000004,0.958,戊,申,丑
01/31/1969,946.05,2.2999999999999545,1.002,己,酉,寅
02/28/1969,905.21,-40.83999999999992,0.957,己,酉,卯
03/28/1969,935.48,30.269999999999982,1.033,己,酉,辰
04/30/1969,950.18,14.699999999999932,1.016,己,酉,巳
05/29/1969,937.56,-12.620000000000005,0.987,己,酉,午
06/30/1969,873.19,-64.36999999999989,0.931,己,酉,未
07/31/1969,815.47,-57.72000000000003,0.934,己,酉,申
08/29/1969,836.72,21.25,1.026,己,酉,酉
09/30/1969,813.09,-23.629999999999995,0.972,己,酉,戌
10/31/1969,855.99,42.89999999999998,1.053,己,酉,亥
11/28/1969,812.3,-43.690000000000055,0.949,己,酉,子
12/31/1969,800.36,-11.93999999999994,0.985,己,酉,丑
01/30/1970,744.06,-56.30000000000007,0.93,庚,戌,寅
02/27/1970,777.59,33.530000000000086,1.045,庚,戌,卯
03/31/1970,785.57,7.980000000000018,1.01,庚,戌,辰
04/30/1970,736.07,-49.5,0.937,庚,戌,巳
05/29/1970,700.44,-35.629999999999995,0.952,庚,戌,午
06/30/1970,683.53,-16.910000000000082,0.976,庚,戌,未
07/31/1970,734.12,50.59000000000003,1.074,庚,戌,申
08/31/1970,764.58,30.460000000000036,1.041,庚,戌,酉
09/30/1970,760.68,-3.900000000000091,0.995,庚,戌,戌
10/30/1970,755.61,-5.069999999999936,0.993,庚,戌,亥
11/30/1970,794.09,38.48000000000002,1.051,庚,戌,子
12/31/1970,838.92,44.82999999999993,1.056,庚,戌,丑
01/29/1971,868.5,29.58000000000004,1.035,辛,亥,寅
02/26/1971,878.83,10.330000000000041,1.012,辛,亥,卯
03/31/1971,904.37,25.539999999999964,1.029,辛,亥,辰
04/30/1971,941.75,37.379999999999995,1.041,辛,亥,巳
05/28/1971,907.81,-33.940000000000055,0.964,辛,亥,午
06/30/1971,891.14,-16.66999999999996,0.982,辛,亥,未
07/30/1971,858.43,-32.710000000000036,0.963,辛,亥,申
08/31/1971,898.07,39.6400000000001,1.046,辛,亥,酉
09/30/1971,887.19,-10.879999999999995,0.988,辛,亥,戌
10/29/1971,839,-48.190000000000055,0.946,辛,亥,亥
11/30/1971,831.34,-7.659999999999968,0.991,辛,亥,子
12/31/1971,890.2,58.860000000000014,1.071,辛,亥,丑
01/31/1972,902.17,11.969999999999914,1.013,壬,子,寅
02/29/1972,928.13,25.960000000000036,1.029,壬,子,卯
03/30/1972,940.7,12.57000000000005,1.014,壬,子,辰
04/28/1972,954.17,13.469999999999914,1.014,壬,子,巳
05/31/1972,960.72,6.550000000000068,1.007,壬,子,午
06/30/1972,929.03,-31.690000000000055,0.967,壬,子,未
07/31/1972,924.74,-4.289999999999964,0.995,壬,子,申
08/31/1972,963.73,38.99000000000001,1.042,壬,子,酉
09/29/1972,953.27,-10.460000000000036,0.989,壬,子,戌
10/31/1972,955.52,2.25,1.002,壬,子,亥
11/30/1972,1018.21,62.690000000000055,1.066,壬,子,子
12/29/1972,1020.02,1.8099999999999454,1.002,壬,子,丑
01/31/1973,999.02,-21.0,0.979,癸,丑,寅
02/28/1973,955.07,-43.94999999999993,0.956,癸,丑,卯
03/30/1973,951.01,-4.060000000000059,0.996,癸,丑,辰
04/30/1973,921.43,-29.58000000000004,0.969,癸,丑,巳
05/31/1973,901.41,-20.019999999999982,0.978,癸,丑,午
06/29/1973,891.71,-9.699999999999932,0.989,癸,丑,未
07/31/1973,926.4,34.68999999999994,1.039,癸,丑,申
08/31/1973,887.57,-38.82999999999993,0.958,癸,丑,酉
09/28/1973,947.1,59.52999999999997,1.067,癸,丑,戌
10/31/1973,956.58,9.480000000000018,1.01,癸,丑,亥
11/30/1973,822.25,-134.33000000000004,0.86,癸,丑,子
12/31/1973,850.86,28.610000000000014,1.035,癸,丑,丑
01/31/1974,855.55,4.689999999999941,1.006,甲,寅,寅
02/28/1974,860.53,4.980000000000018,1.006,甲,寅,卯
03/29/1974,846.68,-13.850000000000023,0.984,甲,寅,辰
04/30/1974,836.75,-9.92999999999995,0.988,甲,寅,巳
05/31/1974,802.17,-34.58000000000004,0.959,甲,寅,午
06/28/1974,802.41,0.2400000000000091,1.0,甲,寅,未
07/31/1974,757.43,-44.98000000000002,0.944,甲,寅,申
08/30/1974,678.58,-78.84999999999991,0.896,甲,寅,酉
09/30/1974,607.87,-70.71000000000004,0.896,甲,寅,戌
10/31/1974,665.52,57.64999999999998,1.095,甲,寅,亥
11/29/1974,618.66,-46.860000000000014,0.93,甲,寅,子
12/31/1974,616.24,-2.419999999999959,0.996,甲,寅,丑
01/31/1975,703.69,87.45000000000005,1.142,乙,卯,寅
02/28/1975,739.05,35.3599999999999,1.05,乙,卯,卯
03/31/1975,768.15,29.100000000000023,1.039,乙,卯,辰
04/30/1975,821.34,53.190000000000055,1.069,乙,卯,巳
05/30/1975,832.29,10.949999999999932,1.013,乙,卯,午
06/30/1975,878.99,46.700000000000045,1.056,乙,卯,未
07/31/1975,831.51,-47.48000000000002,0.946,乙,卯,申
08/29/1975,835.34,3.830000000000041,1.005,乙,卯,酉
09/30/1975,793.88,-41.460000000000036,0.95,乙,卯,戌
10/31/1975,836.04,42.15999999999997,1.053,乙,卯,亥
11/28/1975,860.67,24.629999999999995,1.029,乙,卯,子
12/31/1975,852.41,-8.259999999999991,0.99,乙,卯,丑
01/30/1976,975.28,122.87,1.144,丙,辰,寅
02/27/1976,972.61,-2.669999999999959,0.997,丙,辰,卯
03/31/1976,999.45,26.840000000000032,1.028,丙,辰,辰
04/30/1976,996.85,-2.6000000000000227,0.997,丙,辰,巳
05/28/1976,975.23,-21.620000000000005,0.978,丙,辰,午
06/30/1976,1002.78,27.549999999999955,1.028,丙,辰,未
07/30/1976,984.64,-18.139999999999986,0.982,丙,辰,申
08/31/1976,973.74,-10.899999999999977,0.989,丙,辰,酉
09/30/1976,990.19,16.450000000000045,1.017,丙,辰,戌
10/29/1976,964.93,-25.260000000000105,0.974,丙,辰,亥
11/30/1976,947.22,-17.709999999999923,0.982,丙,辰,子
12/31/1976,1004.65,57.42999999999995,1.061,丙,辰,丑
01/31/1977,954.37,-50.27999999999997,0.95,丁,巳,寅
02/28/1977,936.42,-17.950000000000045,0.981,丁,巳,卯
03/31/1977,919.13,-17.289999999999964,0.982,丁,巳,辰
04/29/1977,926.9,7.769999999999982,1.008,丁,巳,巳
05/31/1977,898.66,-28.24000000000001,0.97,丁,巳,午
06/30/1977,916.3,17.639999999999986,1.02,丁,巳,未
07/29/1977,890.07,-26.229999999999905,0.971,丁,巳,申
08/31/1977,861.49,-28.58000000000004,0.968,丁,巳,酉
09/30/1977,847.11,-14.379999999999995,0.983,丁,巳,戌
10/31/1977,818.35,-28.75999999999999,0.966,丁,巳,亥
11/30/1977,829.7,11.350000000000023,1.014,丁,巳,子
12/30/1977,831.17,1.4699999999999136,1.002,丁,巳,丑
01/31/1978,769.92,-61.25,0.926,戊,午,寅
02/28/1978,742.12,-27.799999999999955,0.964,戊,午,卯
03/31/1978,757.36,15.240000000000009,1.021,戊,午,辰
04/28/1978,837.32,79.96000000000004,1.106,戊,午,巳
05/31/1978,840.61,3.2899999999999636,1.004,戊,午,午
06/30/1978,818.95,-21.659999999999968,0.974,戊,午,未
07/31/1978,862.27,43.319999999999936,1.053,戊,午,申
08/31/1978,876.82,14.550000000000068,1.017,戊,午,酉
09/29/1978,865.82,-11.0,0.987,戊,午,戌
10/31/1978,792.45,-73.37,0.915,戊,午,亥
11/30/1978,799.03,6.579999999999927,1.008,戊,午,子
12/29/1978,805.01,5.980000000000018,1.007,戊,午,丑
01/31/1979,839.22,34.210000000000036,1.042,己,未,寅
02/28/1979,808.82,-30.399999999999977,0.964,己,未,卯
03/30/1979,862.18,53.3599999999999,1.066,己,未,辰
04/30/1979,854.9,-7.279999999999973,0.992,己,未,巳
05/31/1979,822.33,-32.569999999999936,0.962,己,未,午
06/29/1979,841.98,19.649999999999977,1.024,己,未,未
07/31/1979,846.42,4.439999999999941,1.005,己,未,申
08/31/1979,887.63,41.210000000000036,1.049,己,未,酉
09/28/1979,878.58,-9.049999999999955,0.99,己,未,戌
10/31/1979,815.7,-62.879999999999995,0.928,己,未,亥
11/30/1979,822.35,6.649999999999977,1.008,己,未,子
12/31/1979,838.74,16.389999999999986,1.02,己,未,丑
01/31/1980,875.85,37.110000000000014,1.044,庚,申,寅
02/29/1980,863.14,-12.710000000000036,0.985,庚,申,卯
03/31/1980,785.75,-77.38999999999999,0.91,庚,申,辰
04/30/1980,817.06,31.309999999999945,1.04,庚,申,巳
05/30/1980,850.85,33.79000000000008,1.041,庚,申,午
06/30/1980,867.92,17.069999999999936,1.02,庚,申,未
07/31/1980,935.32,67.40000000000009,1.078,庚,申,申
08/29/1980,932.59,-2.730000000000018,0.997,庚,申,酉
09/30/1980,932.42,-0.17000000000007276,1.0,庚,申,戌
10/31/1980,924.49,-7.92999999999995,0.991,庚,申,亥
11/28/1980,993.34,68.85000000000002,1.074,庚,申,子
12/31/1980,963.99,-29.350000000000023,0.97,庚,申,丑
01/30/1981,947.27,-16.720000000000027,0.983,辛,酉,寅
02/27/1981,974.58,27.31000000000006,1.029,辛,酉,卯
03/31/1981,1003.87,29.289999999999964,1.03,辛,酉,辰
04/30/1981,997.75,-6.1200000000000045,0.994,辛,酉,巳
05/29/1981,991.75,-6.0,0.994,辛,酉,午
06/30/1981,976.88,-14.870000000000005,0.985,辛,酉,未
07/31/1981,952.34,-24.539999999999964,0.975,辛,酉,申
08/31/1981,881.47,-70.87,0.926,辛,酉,酉
09/30/1981,849.98,-31.49000000000001,0.964,辛,酉,戌
10/30/1981,852.55,2.5699999999999363,1.003,辛,酉,亥
11/30/1981,888.98,36.430000000000064,1.043,辛,酉,子
12/31/1981,875,-13.980000000000018,0.984,辛,酉,丑
01/29/1982,871.1,-3.8999999999999773,0.996,壬,戌,寅
02/26/1982,824.39,-46.710000000000036,0.946,壬,戌,卯
03/31/1982,822.77,-1.6200000000000045,0.998,壬,戌,辰
04/30/1982,848.36,25.590000000000032,1.031,壬,戌,巳
05/28/1982,819.54,-28.82000000000005,0.966,壬,戌,午
06/30/1982,811.93,-7.610000000000014,0.991,壬,戌,未
07/30/1982,808.6,-3.3299999999999272,0.996,壬,戌,申
08/31/1982,901.31,92.70999999999992,1.115,壬,戌,酉
09/30/1982,896.25,-5.059999999999945,0.994,壬,戌,戌
10/29/1982,991.72,95.47000000000003,1.107,壬,戌,亥
11/30/1982,1039.28,47.559999999999945,1.048,壬,戌,子
12/31/1982,1046.54,7.259999999999991,1.007,壬,戌,丑
01/31/1983,1075.7,29.160000000000082,1.028,癸,亥,寅
02/28/1983,1112.62,36.919999999999845,1.034,癸,亥,卯
03/31/1983,1130.03,17.410000000000082,1.016,癸,亥,辰
04/29/1983,1226.2,96.17000000000007,1.085,癸,亥,巳
05/31/1983,1199.98,-26.220000000000027,0.979,癸,亥,午
06/30/1983,1221.96,21.980000000000018,1.018,癸,亥,未
07/29/1983,1199.22,-22.74000000000001,0.981,癸,亥,申
08/31/1983,1216.16,16.940000000000055,1.014,癸,亥,酉
09/30/1983,1233.13,16.970000000000027,1.014,癸,亥,戌
10/31/1983,1225.2,-7.930000000000064,0.994,癸,亥,亥
11/30/1983,1276.02,50.819999999999936,1.041,癸,亥,子
12/30/1983,1258.64,-17.37999999999988,0.986,癸,亥,丑
01/31/1984,1220.58,-38.06000000000017,0.97,甲,子,寅
02/29/1984,1154.63,-65.94999999999982,0.946,甲,子,卯
03/30/1984,1164.89,10.259999999999991,1.009,甲,子,辰
04/30/1984,1170.75,5.8599999999999,1.005,甲,子,巳
05/31/1984,1104.85,-65.90000000000009,0.944,甲,子,午
06/29/1984,1132.4,27.550000000000182,1.025,甲,子,未
07/31/1984,1115.28,-17.12000000000012,0.985,甲,子,申
08/31/1984,1224.38,109.10000000000014,1.098,甲,子,酉
09/28/1984,1206.71,-17.670000000000073,0.986,甲,子,戌
10/31/1984,1207.38,0.6700000000000728,1.001,甲,子,亥
11/30/1984,1188.94,-18.440000000000055,0.985,甲,子,子
12/31/1984,1211.57,22.62999999999988,1.019,甲,子,丑
01/31/1985,1286.77,75.20000000000005,1.062,乙,丑,寅
02/28/1985,1284.01,-2.759999999999991,0.998,乙,丑,卯
03/29/1985,1266.78,-17.230000000000018,0.987,乙,丑,辰
04/30/1985,1258.06,-8.720000000000027,0.993,乙,丑,巳
05/31/1985,1315.41,57.350000000000136,1.046,乙,丑,午
06/28/1985,1335.46,20.049999999999955,1.015,乙,丑,未
07/31/1985,1347.45,11.990000000000009,1.009,乙,丑,申
08/30/1985,1334.01,-13.440000000000055,0.99,乙,丑,酉
09/30/1985,1328.63,-5.379999999999882,0.996,乙,丑,戌
10/31/1985,1374.31,45.679999999999836,1.034,乙,丑,亥
11/29/1985,1472.13,97.82000000000016,1.071,乙,丑,子
12/31/1985,1546.67,74.53999999999996,1.051,乙,丑,丑
01/31/1986,1570.99,24.319999999999936,1.016,丙,寅,寅
02/28/1986,1709.06,138.06999999999994,1.088,丙,寅,卯
03/31/1986,1818.61,109.54999999999995,1.064,丙,寅,辰
04/30/1986,1783.98,-34.62999999999988,0.981,丙,寅,巳
05/30/1986,1876.71,92.73000000000002,1.052,丙,寅,午
06/30/1986,1892.72,16.00999999999999,1.009,丙,寅,未
07/31/1986,1775.31,-117.41000000000008,0.938,丙,寅,申
08/29/1986,1898.34,123.02999999999997,1.069,丙,寅,酉
09/30/1986,1767.58,-130.76,0.931,丙,寅,戌
10/31/1986,1877.81,110.23000000000002,1.062,丙,寅,亥
11/28/1986,1914.23,36.42000000000007,1.019,丙,寅,子
12/31/1986,1895.95,-18.279999999999973,0.99,丙,寅,丑
01/30/1987,2158.04,262.0899999999999,1.138,丁,卯,寅
02/27/1987,2223.99,65.94999999999982,1.031,丁,卯,卯
03/31/1987,2304.69,80.70000000000027,1.036,丁,卯,辰
04/30/1987,2286.36,-18.329999999999927,0.992,丁,卯,巳
05/29/1987,2291.57,5.210000000000036,1.002,丁,卯,午
06/30/1987,2418.53,126.96000000000004,1.055,丁,卯,未
07/31/1987,2572.07,153.53999999999996,1.063,丁,卯,申
08/31/1987,2662.95,90.87999999999965,1.035,丁,卯,酉
09/30/1987,2596.28,-66.66999999999962,0.975,丁,卯,戌
10/30/1987,1993.53,-602.7500000000002,0.768,丁,卯,亥
11/30/1987,1833.55,-159.98000000000002,0.92,丁,卯,子
12/31/1987,1938.83,105.27999999999997,1.057,丁,卯,丑
01/29/1988,1958.22,19.3900000000001,1.01,戊,辰,寅
02/29/1988,2071.62,113.39999999999986,1.058,戊,辰,卯
03/31/1988,1988.06,-83.55999999999995,0.96,戊,辰,辰
04/29/1988,2032.33,44.26999999999998,1.022,戊,辰,巳
05/31/1988,2031.12,-1.2100000000000364,0.999,戊,辰,午
06/30/1988,2141.71,110.59000000000015,1.054,戊,辰,未
07/29/1988,2128.73,-12.980000000000018,0.994,戊,辰,申
08/31/1988,2031.65,-97.07999999999993,0.954,戊,辰,酉
09/30/1988,2112.91,81.25999999999976,1.04,戊,辰,戌
10/31/1988,2148.65,35.74000000000024,1.017,戊,辰,亥
11/30/1988,2114.51,-34.13999999999987,0.984,戊,辰,子
12/30/1988,2168.57,54.059999999999945,1.026,戊,辰,丑
01/31/1989,2342.32,173.75,1.08,己,巳,寅
02/28/1989,2258.39,-83.93000000000029,0.964,己,巳,卯
03/31/1989,2293.62,35.23000000000002,1.016,己,巳,辰
04/28/1989,2418.8,125.18000000000029,1.055,己,巳,巳
05/31/1989,2480.15,61.34999999999991,1.025,己,巳,午
06/30/1989,2440.06,-40.090000000000146,0.984,己,巳,未
07/31/1989,2660.66,220.5999999999999,1.09,己,巳,申
08/31/1989,2737.27,76.61000000000013,1.029,己,巳,酉
09/29/1989,2692.82,-44.44999999999982,0.984,己,巳,戌
10/31/1989,2645.08,-47.74000000000024,0.982,己,巳,亥
11/30/1989,2706.27,61.190000000000055,1.023,己,巳,子
12/29/1989,2753.2,46.929999999999836,1.017,己,巳,丑
01/31/1990,2590.54,-162.65999999999985,0.941,庚,午,寅
02/28/1990,2627.25,36.710000000000036,1.014,庚,午,卯
03/30/1990,2707.21,79.96000000000004,1.03,庚,午,辰
04/30/1990,2656.76,-50.44999999999982,0.981,庚,午,巳
05/31/1990,2876.66,219.89999999999964,1.083,庚,午,午
06/29/1990,2880.69,4.0300000000002,1.001,庚,午,未
07/31/1990,2905.2,24.509999999999764,1.009,庚,午,申
08/31/1990,2614.36,-290.8399999999997,0.9,庚,午,酉
09/28/1990,2452.48,-161.8800000000001,0.938,庚,午,戌
10/31/1990,2442.33,-10.150000000000091,0.996,庚,午,亥
11/30/1990,2559.65,117.32000000000016,1.048,庚,午,子
12/31/1990,2633.66,74.00999999999976,1.029,庚,午,丑
01/31/1991,2736.39,102.73000000000002,1.039,辛,未,寅
02/28/1991,2882.18,145.78999999999996,1.053,辛,未,卯
03/28/1991,2913.86,31.68000000000029,1.011,辛,未,辰
04/30/1991,2887.87,-25.990000000000236,0.991,辛,未,巳
05/31/1991,3027.5,139.6300000000001,1.048,辛,未,午
06/28/1991,2906.75,-120.75,0.96,辛,未,未
07/31/1991,3024.82,118.07000000000016,1.041,辛,未,申
08/30/1991,3043.6,18.779999999999745,1.006,辛,未,酉
09/30/1991,3016.77,-26.829999999999927,0.991,辛,未,戌
10/31/1991,3069.1,52.32999999999993,1.017,辛,未,亥
11/29/1991,2894.68,-174.42000000000007,0.943,辛,未,子
12/31/1991,3168.83,274.1500000000001,1.095,辛,未,丑
01/31/1992,3223.39,54.559999999999945,1.017,壬,申,寅
02/28/1992,3267.67,44.2800000000002,1.014,壬,申,卯
03/31/1992,3235.47,-32.20000000000027,0.99,壬,申,辰
04/30/1992,3359.12,123.65000000000009,1.038,壬,申,巳
05/29/1992,3396.88,37.76000000000022,1.011,壬,申,午
06/30/1992,3318.52,-78.36000000000013,0.977,壬,申,未
07/31/1992,3393.78,75.26000000000022,1.023,壬,申,申
08/31/1992,3257.34,-136.44000000000005,0.96,壬,申,酉
09/30/1992,3271.66,14.319999999999709,1.004,壬,申,戌
10/30/1992,3226.28,-45.379999999999654,0.986,壬,申,亥
11/30/1992,3305.16,78.87999999999965,1.024,壬,申,子
12/31/1992,3301.11,-4.049999999999727,0.999,壬,申,丑
01/29/1993,3310.03,8.920000000000073,1.003,癸,酉,寅
02/26/1993,3370.81,60.779999999999745,1.018,癸,酉,卯
03/31/1993,3435.11,64.30000000000018,1.019,癸,酉,辰
04/30/1993,3427.55,-7.559999999999945,0.998,癸,酉,巳
05/31/1993,3527.43,99.87999999999965,1.029,癸,酉,午
06/30/1993,3516.08,-11.349999999999909,0.997,癸,酉,未
07/30/1993,3539.47,23.389999999999873,1.007,癸,酉,申
08/31/1993,3651.25,111.7800000000002,1.032,癸,酉,酉
09/30/1993,3555.12,-96.13000000000011,0.974,癸,酉,戌
10/29/1993,3680.59,125.47000000000025,1.035,癸,酉,亥
11/30/1993,3683.95,3.3599999999996726,1.001,癸,酉,子
